group	x	y
0	-2.5	-2.5
0	-0.2607710277594379	-2.5
0	-0.5041727047332133	-0.8160836816641969
0	-1.1564163086625237	-0.24567302925362494
0	-2.5	-1.090544470136457
1	2.5	-2.5
1	2.4999999999999996	0.004449249857022692
1	0.331600887302857	0.003554415494412311
1	-0.5041727047332134	-0.8160836816641966
1	-0.260771027759438	-2.5
2	-0.5018467164422523	0.8210863636390519
2	0.331600887302857	0.0035544154944123106
2	2.4999999999999996	0.004449249857022692
2	2.5	2.5
2	-0.2605632901215564	2.5
3	-0.5041727047332132	-0.8160836816641966
3	0.33160088730285725	0.0035544154944123136
3	-0.5018467164422521	0.821086363639052
3	-1.1569024468379776	0.2462899135175184
3	-1.1564163086625237	-0.24567302925362472
4	-0.2605632901215564	2.5
4	-2.5	2.5
4	-2.5	1.088622612225879
4	-1.1569024468379778	0.2462899135175185
4	-0.5018467164422522	0.8210863636390519
5	-2.5	-1.090544470136457
5	-1.1564163086625239	-0.24567302925362486
5	-1.1569024468379778	0.24628991351751844
5	-2.5	1.0886226122258789
