group	x	y
0	-2.5	-2.5
0	1.3733337478118701	-2.5
0	1.0885627591681832	-1.0121799807006904
0	0.3812408624409506	-0.4373239511490481
0	-2.5	-2.4497352192853814
1	2.5	-2.5
1	2.4999999999999996	0.07325474903091174
1	2.038969952976071	0.04884504439126206
1	1.0885627591681832	-1.0121799807006902
1	1.3733337478118701	-2.5
2	1.0043314188623813	0.9524605082971255
2	2.0389699529760716	0.04884504439126208
2	2.4999999999999996	0.07325474903091174
2	2.5	2.5
2	1.152479609570654	2.5
3	1.0885627591681832	-1.0121799807006904
3	2.0389699529760716	0.04884504439126214
3	1.0043314188623813	0.9524605082971253
3	0.35307259179950135	0.334839087685845
3	0.3812408624409505	-0.43732395114904804
4	1.152479609570654	2.5
4	-2.5	2.5
4	-2.5	1.9540909508538966
4	0.3530725917995014	0.334839087685845
4	1.004331418862381	0.9524605082971249
5	-2.5	-2.4497352192853814
5	0.3812408624409505	-0.4373239511490481
5	0.3530725917995013	0.3348390876858449
5	-2.5	1.9540909508538962
