group	x	y
0	-2.5	-2.5
0	1.2616589369185256	-2.5
0	1.0444297436998309	-0.9867575911311305
0	0.36477828272735885	-0.3902140130824234
0	-2.5	-2.1991099227578514
1	2.5	-2.5
1	2.5	0.004411358864970594
1	2.052984734688979	0.004403144441012249
1	1.0444297436998309	-0.9867575911311307
1	1.2616589369185256	-2.5
2	1.0491423636285413	0.9908473003054529
2	2.052984734688979	0.00440314444101219
2	2.5	0.004411358864970536
2	2.5	2.5
2	1.2626067165231123	2.5
3	1.0444297436998307	-0.9867575911311305
3	2.0529847346889785	0.004403144441012232
3	1.049142363628541	0.9908473003054526
3	0.3636482436523169	0.38673662601592984
3	0.3647782827273588	-0.3902140130824234
4	1.2626067165231123	2.5
4	-2.5	2.5
4	-2.5	2.1911291635415435
4	0.36364824365231685	0.3867366260159298
4	1.049142363628541	0.9908473003054526
5	-2.5	-2.1991099227578514
5	0.3647782827273588	-0.39021401308242337
5	0.3636482436523169	0.38673662601592984
5	-2.5	2.1911291635415435
