group	x	y
0	-0.9042836325098279	-2.5
0	1.36578462300117	-2.5
0	1.1973480139972144	-1.0042595455353256
0	0.3648754275497842	-0.23705064370746656
1	2.5	0.18956737281369146
1	1.1973480139972148	-1.0042595455353258
1	1.3657846230011703	-2.5
1	2.5	-2.5
2	2.5	2.5
2	0.37343657238000866	2.5
2	0.8001228187589986	0.8064644420399059
2	2.5	0.4300075326313942
3	1.1973480139972148	-1.004259545535326
3	2.5	0.18956737281369146
3	2.5	0.4300075326313942
3	0.8001228187589984	0.806464442039906
3	0.34130954492663923	-0.13388042528292127
3	0.3648754275497841	-0.2370506437074665
4	0.34130954492663923	-0.13388042528292138
4	0.8001228187589986	0.8064644420399057
4	0.37343657238000855	2.5
4	-2.5	2.5
4	-2.5	1.2279214892964398
5	-2.5	1.2279214892964398
5	-2.5	-2.5
5	-0.9042836325098279	-2.5
5	0.364875427549784	-0.23705064370746656
5	0.34130954492663923	-0.1338804252829213
