group	x	y
0	-2.5	-2.5
0	-0.2605441561449918	-2.5
0	-0.5003040494917166	-0.8121883597670605
0	-1.1629115284533864	-0.22735147382762858
0	-2.5	-1.0796219674141214
1	2.5	-2.5
1	2.5000000000000004	0.002915024498442555
1	0.3235300845490578	0.0007573005186725277
1	-0.5003040494917164	-0.8121883597670608
1	-0.2605441561449917	-2.5
2	2.5000000000000004	0.002915024498442555
2	2.5	2.5
2	-0.2726694194502383	2.5
2	-0.5046395962145971	0.8110805379708566
2	0.32353008454905785	0.0007573005186725276
3	-0.5003040494917165	-0.8121883597670608
3	0.32353008454905774	0.000757300518672544
3	-0.5046395962145971	0.8110805379708567
3	-1.163698068311505	0.22648151785660184
3	-1.1629115284533866	-0.22735147382762852
4	-0.2726694194502383	2.5
4	-2.5	2.5
4	-2.5	1.0733459046381757
4	-1.1636980683115046	0.2264815178566019
4	-0.5046395962145972	0.8110805379708568
5	-2.5	-1.0796219674141214
5	-1.1629115284533862	-0.2273514738276287
5	-1.1636980683115048	0.2264815178566021
5	-2.5	1.0733459046381757
