group	x	y
0	-2.5	-2.5
0	-0.25502807388034393	-2.4999999999999996
0	-0.5068220701422699	-0.8119281129301668
0	-1.1578855547169122	-0.24689451705855908
0	-2.5	-1.0978306461215388
1	2.5	-2.5
1	2.5	0.010572913973227622
1	0.31673020337857244	0.006566152458868112
1	-0.5068220701422699	-0.8119281129301663
1	-0.25502807388034393	-2.4999999999999996
2	-0.5032581057607809	0.8112934590880645
2	0.3167302033785726	0.006566152458868113
2	2.5	0.010572913973227622
2	2.5	2.5
2	-0.2643889950881809	2.5
3	-0.5068220701422701	-0.8119281129301664
3	0.31673020337857233	0.006566152458868086
3	-0.503258105760781	0.8112934590880644
3	-1.1593796699661718	0.23561507312608673
3	-1.157885554716912	-0.2468945170585589
4	-0.26438899508818103	2.5
4	-2.5	2.5
4	-2.5	1.0759418047728475
4	-1.159379669966172	0.23561507312608693
4	-0.503258105760781	0.8112934590880645
5	-2.5	-1.0978306461215388
5	-1.157885554716912	-0.246894517058559
5	-1.1593796699661718	0.23561507312608682
5	-2.5	1.0759418047728475
