group	x	y
0	-2.5	-2.5
0	-0.22059317942278722	-2.5
0	-0.49130303320353663	-0.8188661604670892
0	-1.1579126124798325	-0.24946390323474837
0	-2.5	-1.132975074840496
1	2.5	-2.5
1	2.4999999999999996	0.07611530799082647
1	0.33028848231513236	0.028017608496837126
1	-0.4913030332035365	-0.8188661604670889
1	-0.22059317942278722	-2.5
2	-0.5122027580078261	0.8123718856249431
2	0.33028848231513236	0.028017608496837123
2	2.4999999999999996	0.07611530799082647
2	2.5	2.5
2	-0.30540207712748507	2.5
3	-0.4913030332035364	-0.8188661604670889
3	0.3302884823151324	0.028017608496837116
3	-0.5122027580078261	0.8123718856249432
3	-1.1644942341315427	0.22094716608297704
3	-1.1579126124798322	-0.2494639032347483
4	-0.30540207712748507	2.5
4	-2.5	2.5
4	-2.5	1.0329686917560699
4	-1.164494234131543	0.22094716608297704
4	-0.5122027580078261	0.8123718856249434
5	-2.5	-1.1329750748404963
5	-1.1579126124798322	-0.24946390323474837
5	-1.1644942341315427	0.220947166082977
5	-2.5	1.0329686917560699
