group	x	y
0	-2.5	-2.5
0	-0.2644960103952398	-2.5
0	-0.5012150525427643	-0.8162968068162549
0	-1.1646769207795649	-0.23016839640352388
0	-2.5	-1.0807100291531146
1	2.5	-2.5
1	2.5	0.01053106204953302
1	0.3298389946941636	0.003660621636726586
1	-0.5012150525427644	-0.8162968068162549
1	-0.2644960103952399	-2.5
2	-0.5000187788679982	0.814010403923298
2	0.3298389946941635	0.0036606216367267032
2	2.5	0.010531062049533139
2	2.5	2.5
2	-0.26477447522394165	2.5
3	-0.5012150525427645	-0.8162968068162549
3	0.32983899469416356	0.003660621636726602
3	-0.5000187788679982	0.8140104039232982
3	-1.1648376075582298	0.22458923251561397
3	-1.1646769207795649	-0.2301683964035239
4	-0.26477447522394176	2.5
4	-2.5	2.5
4	-2.5	1.067575966437686
4	-1.1648376075582296	0.22458923251561416
4	-0.5000187788679983	0.814010403923298
5	-2.5	-1.0807100291531146
5	-1.1646769207795649	-0.23016839640352396
5	-1.1648376075582296	0.22458923251561416
5	-2.5	1.067575966437686
