group	x	y
0	-2.5	-2.5
0	-0.20332128787529913	-2.5
0	-0.47712087844171563	-0.8251431034375653
0	-1.1610608039008852	-0.2438303266947379
0	-2.5	-1.1419025743861495
1	2.5	-2.5
1	2.5	0.09546196602557222
1	0.3312590884401382	0.02572267679779919
1	-0.47712087844171563	-0.8251431034375655
1	-0.20332128787529924	-2.5
2	-0.522671831963607	0.8086046705008012
2	0.3312590884401381	0.025722676797799188
2	2.5	0.09546196602557222
2	2.5	2.5
2	-0.32349356749028635	2.5
3	-0.47712087844171563	-0.8251431034375655
3	0.33125908844013807	0.02572267679779918
3	-0.522671831963607	0.8086046705008011
3	-1.168805797214464	0.21542484766560413
3	-1.161060803900885	-0.24383032669473786
4	-0.32349356749028635	2.5
4	-2.5	2.5
4	-2.5	1.0124933296344607
4	-1.1688057972144643	0.21542484766560402
4	-0.522671831963607	0.8086046705008012
5	-2.5	-1.1419025743861493
5	-1.1610608039008852	-0.2438303266947381
5	-1.1688057972144645	0.21542484766560413
5	-2.5	1.0124933296344607
