group	x	y
0	0.3481013286086217	-0.6442855472352669
0	-0.8317019843683021	0.04789160663404124
0	-0.2279673401763551	-2.3894136945597224
0	-0.21447071381185373	-2.3709517218272107
1	-0.25061132479366044	-2.5
1	2.5	-2.5
1	2.5	-0.292658100233855
1	-0.21447071381185445	-2.3709517218272125
1	-0.22796734017635534	-2.3894136945597233
2	2.5	2.5
2	-2.133365477306409	2.5
2	-0.8317019843683024	0.04789160663404132
2	0.3481013286086215	-0.6442855472352668
2	2.5	0.3394762472066187
3	-0.21447071381185362	-2.370951721827211
3	2.5	-0.29265810023385397
3	2.5	0.33947624720661856
3	0.34810132860862175	-0.6442855472352667
4	-0.2506113247936604	-2.5
4	-0.22796734017635517	-2.3894136945597224
4	-0.8317019843683018	0.04789160663404057
4	-2.133365477306409	2.5
4	-2.5	2.5
4	-2.5	0.17111121949815272
4	-1.39304483329494	-2.5
5	-2.5	-2.5
5	-1.39304483329494	-2.5
5	-2.5	0.17111121949815272
