group	x	y
0	-2.5	-2.5
0	-0.24839821387190233	-2.5
0	-0.49820483491423756	-0.821060918692341
0	-1.1594513897500052	-0.24694981821347384
0	-2.5	-1.0944439483245971
1	2.5	-2.5
1	2.5	0.004602354268196698
1	0.3308670597486959	0.0003628944240614576
1	-0.49820483491423745	-0.821060918692341
1	-0.24839821387190233	-2.5
2	-0.5051440488268978	0.8195006522002697
2	0.33086705974869596	0.00036289442406145766
2	2.5	0.004602354268196698
2	2.5	2.5
2	-0.2652191264737965	2.5
3	-0.49820483491423756	-0.8210609186923413
3	0.33086705974869624	0.0003628944240614317
3	-0.5051440488268976	0.8195006522002697
3	-1.1606696613463652	0.24403467939556417
3	-1.159451389750005	-0.2469498182134737
4	-0.2652191264737965	2.5
4	-2.5	2.5
4	-2.5	1.0792909526832715
4	-1.1606696613463652	0.24403467939556436
4	-0.5051440488268977	0.8195006522002696
5	-2.5	-1.0944439483245971
5	-1.1594513897500052	-0.24694981821347395
5	-1.160669661346365	0.24403467939556425
5	-2.5	1.0792909526832717
