group	x	y
0	-2.5	-2.5
0	-0.26449809059452084	-2.5
0	-0.5009131144526885	-0.8177738022537664
0	-1.1663589984025513	-0.23107390600908329
0	-2.5	-1.080742816074074
1	2.5	-2.5
1	2.5	0.0097767302706516
1	0.3326756242812254	0.0032215766155362147
1	-0.5009131144526885	-0.8177738022537664
1	-0.26449809059452084	-2.5
2	-0.4991852554825117	0.8163260045724329
2	0.3326756242812251	0.0032215766155362134
2	2.5	0.0097767302706516
2	2.5	2.5
2	-0.2617312123170729	2.5
3	0.3326756242812254	0.00322157661553621
3	-0.4991852554825116	0.8163260045724331
3	-1.1662817776601784	0.22708844796777106
3	-1.1663589984025513	-0.23107390600908315
3	-0.5009131144526884	-0.8177738022537664
4	-0.2617312123170729	2.5
4	-2.5	2.5
4	-2.5	1.0716629681118661
4	-1.1662817776601784	0.22708844796777106
4	-0.4991852554825117	0.8163260045724333
5	-2.5	1.0716629681118661
5	-2.5	-1.080742816074074
5	-1.1663589984025513	-0.23107390600908323
5	-1.1662817776601786	0.22708844796777095
