group	x	y
0	-2.5	-2.5
0	-0.21733946320799213	-2.5
0	-0.487006074123702	-0.8222810294104005
0	-1.159468897853765	-0.24759934697237276
0	-2.5	-1.135924609365989
1	2.5	-2.5
1	2.4999999999999996	0.0830418681660117
1	0.33437079289601795	0.029454206329597343
1	-0.4870060741237021	-0.8222810294104006
1	-0.21733946320799225	-2.5
2	-0.5151394584474518	0.8176769170339263
2	0.3343707928960178	0.02945420632959745
2	2.4999999999999996	0.0830418681660118
2	2.5	2.5
2	-0.3120647799794907	2.5
3	-0.4870060741237022	-0.8222810294104005
3	0.33437079289601784	0.029454206329597343
3	-0.5151394584474521	0.8176769170339263
3	-1.166402294938821	0.2253175748075924
3	-1.1594688978537653	-0.2475993469723727
4	-0.3120647799794907	2.5
4	-2.5	2.5
4	-2.5	1.0360170128372272
4	-1.1664022949388213	0.22531757480759215
4	-0.5151394584474518	0.8176769170339261
5	-2.5	-1.135924609365989
5	-1.1594688978537653	-0.24759934697237276
5	-1.1664022949388213	0.225317574807592
5	-2.5	1.0360170128372272
