group	x	y
0	1.7397246727146738	-0.8110252310929053
0	0.7751475346943414	-0.24511882047463357
0	1.2522831718502228	-2.17133794507859
0	1.3320791562426266	-2.0621853873778573
1	1.184985340655821	-2.5
1	2.5	-2.5
1	2.5	-1.1679843824613898
1	1.3320791562426273	-2.062185387377857
1	1.2522831718502225	-2.1713379450785912
2	2.5	2.5
2	-0.6820559731343886	2.5
2	0.7751475346943416	-0.24511882047463346
2	1.7397246727146738	-0.8110252310929053
2	2.5	-0.46345783389919504
3	1.3320791562426273	-2.0621853873778564
3	2.5	-1.1679843824613891
3	2.5	-0.46345783389919504
3	1.7397246727146742	-0.811025231092905
4	-0.6820559731343886	2.5
4	-1.7570652498888564	2.5
4	0.31502212450552414	-2.5
4	1.184985340655821	-2.5
4	1.2522831718502228	-2.17133794507859
4	0.7751475346943414	-0.24511882047463301
5	-2.5	-2.5
5	0.31502212450552425	-2.5
5	-1.7570652498888562	2.5
5	-2.5	2.5
