group	x	y
0	-2.5	-2.5
0	-0.25816122027816124	-2.5
0	-0.501222393108	-0.8170981832422811
0	-1.158781043969301	-0.2407616975999717
0	-2.5	-1.086035311428156
1	0.33292614377563706	0.0032038883507765586
1	-0.501222393108	-0.8170981832422813
1	-0.25816122027816124	-2.5
1	2.5	-2.5
1	2.4999999999999996	0.0026510943806987786
2	2.4999999999999996	0.0026510943806987786
2	2.5	2.5
2	-0.26513324146626827	2.5
2	-0.502769837008414	0.8254050136922012
2	0.3329261437756368	0.003203888350776558
3	-0.5012223931079998	-0.8170981832422812
3	0.33292614377563695	0.003203888350776451
3	-0.5027698370084139	0.8254050136922012
3	-1.1596220781087438	0.24684297964884427
3	-1.1587810439693011	-0.2407616975999717
4	-0.2651332414662684	2.5
4	-2.5	2.5
4	-2.5	1.0892467404624162
4	-1.1596220781087438	0.2468429796488444
4	-0.502769837008414	0.8254050136922011
5	-2.5	-1.086035311428156
5	-1.1587810439693007	-0.2407616975999715
5	-1.1596220781087436	0.24684297964884447
5	-2.5	1.0892467404624162
