group	x	y
0	-2.4942846642415573	-2.5
0	1.4021458828031912	-2.5
0	1.1045219528072325	-1.0246478167324107
0	0.380684585580582	-0.45006151682607587
1	2.5	-2.5
1	2.5000000000000004	0.09246791795478371
1	2.0521736772292263	0.061731355583976424
1	1.1045219528072325	-1.0246478167324105
1	1.4021458828031912	-2.5
2	2.5000000000000004	0.09246791795478365
2	2.5	2.5
2	1.1365332597586546	2.5
2	0.9969107002737118	0.9545092550373442
2	2.0521736772292263	0.06173135558397636
3	1.1045219528072325	-1.0246478167324107
3	2.052173677229226	0.06173135558397632
3	0.9969107002737118	0.9545092550373437
3	0.3473141313990929	0.3325466985740259
3	0.380684585580582	-0.45006151682607587
4	1.1365332597586546	2.5
4	-2.5	2.5
4	-2.5	1.899581778839537
4	0.34731413139909284	0.33254669857402586
4	0.9969107002737118	0.9545092550373437
5	-2.5	1.899581778839537
5	-2.5	-2.5
5	-2.4942846642415573	-2.5
5	0.380684585580582	-0.45006151682607587
5	0.34731413139909284	0.33254669857402575
