group	x	y
0	-2.5	-2.5
0	1.2650835075565894	-2.5
0	1.0457309883954446	-0.9834416329679976
0	0.364933308818199	-0.38718804938620816
0	-2.5	-2.1962122308442833
1	2.052543812971294	0.004416678477784298
1	1.0457309883954442	-0.9834416329679974
1	1.2650835075565894	-2.5
1	2.5	-2.5
1	2.5	0.004083998353060234
2	2.5	0.004083998353060234
2	2.5	2.5
2	1.260781894371112	2.5
2	1.0476130382221784	0.9905936259056335
2	2.0525438129712943	0.004416678477784298
3	1.0457309883954449	-0.9834416329679977
3	2.0525438129712943	0.004416678477784266
3	1.0476130382221787	0.9905936259056334
3	0.36344985102668076	0.3883331596813044
3	0.3649333088181991	-0.3871880493862081
4	1.260781894371112	2.5
4	-2.5	2.5
4	-2.5	2.191604982353349
4	0.36344985102668076	0.3883331596813045
4	1.0476130382221782	0.9905936259056332
5	-2.5	-2.1962122308442833
5	0.364933308818199	-0.38718804938620804
5	0.36344985102668076	0.38833315968130444
5	-2.5	2.191604982353349
