group	x	y
0	2.5	0.0013617559368819018
0	-0.30979330576414216	-0.003520548721884827
0	-0.30978680376984613	-2.5
0	2.5	-2.5
1	-2.5	-2.5
1	-0.30978680376984613	-2.5
1	-0.30979330576414227	-0.0035205487218847825
1	-0.31154448835039183	-0.0010216870986965354
1	-2.5	0.0028416373011433856
2	2.5	2.5
2	-0.3115511161801014	2.5
2	-0.3115444883503919	-0.0010216870986964584
2	-0.3097933057641422	-0.003520548721884828
2	2.5	0.0013617559368819018
3	-0.3115511161801014	2.5
3	-2.5	2.5
3	-2.5	0.0028416373011433856
3	-0.3115444883503919	-0.0010216870986965352
